anno_round	aid	docid	layer	category	sent_string	form	1. Goldstandard	2. Goldstandard	A1	A2	A3	A4	A5	A1_sent	A2_sent	A3_sent	A4_sent	A5_sent
2	113	TDN5_DISKO_065_L2_T1_A	THB	satztyp	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt : die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	sind	dec	0	dec	dec	dec	dec	dec	die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und mehr )	Die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher )	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt : die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .
2	53	TDN5_DISKO_065_L2_T1_A	L	svo	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt - die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	sind	svo	undef	svo	undef	undef	svo	svo	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt - die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt - die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt - die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher )	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt - die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher )	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt - die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .
2	57	TDN5_DISKO_065_L2_T1_A	THB	svo	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt : die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	sind	svo	undef	svo	undef	undef	svo	svo	die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und mehr )	Die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher )	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt : die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .
2	104	TDN5_DISKO_065_L2_T1_A	L	word_order	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt - die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	sind	SVcopPred	PredVcopS	SVcopPred	PredAVcopS	PredVcopS	SVcopPred	SVcopPred	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt - die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt - die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt - die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher )	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt - die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher )	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt - die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .
2	118	TDN5_DISKO_065_L2_T1_A	THB	word_order	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt : die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	sind	SVcopPred	PredVcopS	SVcopPred	PredAVcopS	PredVcopS	SVcopPred	SVcopPred	die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und mehr )	Die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher )	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt : die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .
2	137	TDN5_DISKO_065_L2_T1_A	L	finiteness	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt - die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	lebt	f	0	f	f	f	f	f	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt - die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt - die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt - die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .
2	144	TDN5_DISKO_065_L2_T1_A	THB	finiteness	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt : die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	lebt	f	0	f	f	f	f	f	die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt : die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .
2	105	TDN5_DISKO_065_L2_T1_A	L	satztyp	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt - die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	lebt	dec	0	dec	dec	dec	dec	dec	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt - die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt - die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt - die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .
2	114	TDN5_DISKO_065_L2_T1_A	THB	satztyp	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt : die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	lebt	dec	0	dec	dec	dec	dec	dec	die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt : die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .
2	54	TDN5_DISKO_065_L2_T1_A	L	svo	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt - die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	lebt	svo	0	svo	svo	svo	svo	svo	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt - die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt - die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt - die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .
2	58	TDN5_DISKO_065_L2_T1_A	THB	svo	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt : die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	lebt	svo	0	svo	svo	svo	svo	svo	die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt : die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .
2	105	TDN5_DISKO_065_L2_T1_A	L	word_order	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt - die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	lebt	CSVA	0	CSVA	CSVPred	CSVA	CSVA	CSVA	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt - die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt - die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt - die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .
2	119	TDN5_DISKO_065_L2_T1_A	THB	word_order	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt : die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	lebt	CSVA	0	CSVA	CSVPred	CSVA	CSVA	CSVA	die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .	Wenn man die Situation im Jahre 1975 ansieht , stehen die Nummer eigentlich völlig umgekehrt : die größte Gruppe mit 44 % sind die Haushalte mit mehr als 2 Personen ( drei und höher ) und nur knapp über ein Viertel ( genau 28 % ) der Deutschen lebt allein .
2	138	TDN5_DISKO_065_L2_T1_A	L	finiteness	Der Trend ist aber klar und deutlich - schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .	ist	f	0	f	f	f	f	f	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich - schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .
2	145	TDN5_DISKO_065_L2_T1_A	THB	finiteness	Der Trend ist aber klar und deutlich -	ist	f	0	f	f	f	f	f	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich : Schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seitdem gibt es immer nur mehr und mehr Alleinwohnende .
2	106	TDN5_DISKO_065_L2_T1_A	L	satztyp	Der Trend ist aber klar und deutlich - schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .	ist	dec	0	dec	dec	dec	dec	dec	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich - schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .
2	115	TDN5_DISKO_065_L2_T1_A	THB	satztyp	Der Trend ist aber klar und deutlich -	ist	dec	0	dec	dec	dec	dec	dec	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich : Schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seitdem gibt es immer nur mehr und mehr Alleinwohnende .
2	55	TDN5_DISKO_065_L2_T1_A	L	svo	Der Trend ist aber klar und deutlich - schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .	ist	svo	0	svo	svo	svo	svo	svo	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich - schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .
2	59	TDN5_DISKO_065_L2_T1_A	THB	svo	Der Trend ist aber klar und deutlich -	ist	svo	0	svo	svo	svo	svo	svo	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich : Schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seitdem gibt es immer nur mehr und mehr Alleinwohnende .
2	106	TDN5_DISKO_065_L2_T1_A	L	word_order	Der Trend ist aber klar und deutlich - schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .	ist	SVcopPred	0	SVcopPred	SVcopPred	SVcopPred	SVcopPred	SVcopPred	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich - schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .
2	120	TDN5_DISKO_065_L2_T1_A	THB	word_order	Der Trend ist aber klar und deutlich -	ist	SVcopPred	0	SVcopPred	SVcopPred	SVcopPred	SVcopPred	SVcopPred	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich -	Der Trend ist aber klar und deutlich : Schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seitdem gibt es immer nur mehr und mehr Alleinwohnende .
2	139	TDN5_DISKO_065_L2_T1_A	L	finiteness	Der Trend ist aber klar und deutlich - schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .	waren	f	0	f	f	f	f	f	schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .	schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .	schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen	schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen	Der Trend ist aber klar und deutlich - schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .
2	155	TDN5_DISKO_065_L2_T1_A	THB	finiteness	schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .	waren	f	0	f	f	f	f	f	schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .	schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .	schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen	schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen	Der Trend ist aber klar und deutlich : Schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seitdem gibt es immer nur mehr und mehr Alleinwohnende .
2	28	TDN5_DISKO_065_L2_T1_A	L	inv	Der Trend ist aber klar und deutlich - schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .	waren	inv	0	inv	inv	inv	inv	inv	schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .	schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .	schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen	schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen	Der Trend ist aber klar und deutlich - schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .
2	33	TDN5_DISKO_065_L2_T1_A	THB	inv	schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .	waren	inv	0	undef	inv	inv	inv	inv	schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .	schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .	schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen	schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen	Der Trend ist aber klar und deutlich : Schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seitdem gibt es immer nur mehr und mehr Alleinwohnende .
2	107	TDN5_DISKO_065_L2_T1_A	L	satztyp	Der Trend ist aber klar und deutlich - schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .	waren	dec	0	dec	dec	dec	dec	dec	schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .	schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .	schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen	schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen	Der Trend ist aber klar und deutlich - schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .
2	121	TDN5_DISKO_065_L2_T1_A	THB	satztyp	schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .	waren	dec	0	undef	dec	dec	dec	dec	schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .	schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .	schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen	schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen	Der Trend ist aber klar und deutlich : Schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seitdem gibt es immer nur mehr und mehr Alleinwohnende .
2	33	TDN5_DISKO_065_L2_T1_A	L	sep	Der Trend ist aber klar und deutlich - schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .	waren	undef	sep	undef	undef	sep	undef	undef	schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen	schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .	schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen	schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen	Der Trend ist aber klar und deutlich - schon im Jahr 1995 waren alle drei Kategorien ( 1 Person , 2 Personen , 3 und mehr ) ausgeglichen und seit dem gibt es immer nur mehr und mehr Alleinwohnenden .
